"ID","task","dishwasher_choice_1","dishwasher_choice_2","dishwasher_choice_3","dishwasher_choice_4","dishwasher_choice_5","dishwasher_choice_6","dishwasher_choice_7","dishwasher_choice_8","dishwasher_choice_9","dishwasher_choice_10","dishwasher_choice_11","dishwasher_choice_12","dishwasher_choice_13","dishwasher_choice_14","speaker_choice_1","speaker_choice_2","speaker_choice_3","speaker_choice_4","speaker_choice_5","speaker_choice_6","speaker_choice_7","speaker_choice_8","speaker_choice_9","speaker_choice_10","speaker_choice_11","speaker_choice_12","speaker_choice_13","speaker_choice_14","induction_choice_1","induction_choice_2","induction_choice_3","induction_choice_4","induction_choice_5","induction_choice_6","induction_choice_7","induction_choice_8","induction_choice_9","induction_choice_10","induction_choice_11","induction_choice_12","induction_choice_13","induction_choice_14","social_dist_rating._1","social_dist_rating._2","social_dist_rating._3","social_dist_rating._4","social_dist_rating._5","social_dist_rating._6","social_dist_rating._7","social_dist_rating._8","social_dist_rating._9","social_dist_rating._10","social_dist_rating._11","social_dist_rating._12","social_dist_rating._13","social_dist_rating._14","attention_check","attention_check_filter","why","age","country_of_birth","country_of_residence","employment","first_language","sex","student"
"R_qXiciQa3qUwTy6J","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,7,7,7,1,1,1,1,7,7,7,1,"A dishwasher",1,"I decided to give each person the text instructions.
This was because the text instructions were very clear and straightforward; they explained how to proceed to use the dishwasher precisely.  Also, in order of use.  Much clearer than the imagery provided, in my opinion.",56,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_31Wxjmldgjl5c29","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","T","P","P","P","P","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,1,1,1,3,5,7,4,2,"A bluetooth speaker",1,"People from a more academic setting got the text, anyone I pictured as older got pictures, as did the people I felt most distant to.",27,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3KJeKK1I9gLGksd","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","P","P","P","P","P","T","T","T","P","P",5,5,4,3,3,4,1,2,1,3,6,7,3,2,"An induction cooktop",1,"My thought process was that people who know me well can get the instructions in pictures. This is based on my real life personality, as I am a more visual based communicator/learner. For people who I have a more ""formal"" relationship with, the text instructions would be a better mode of communication.",29,"India","Canada","Full-Time","English","Male","No"
"R_2zOSUlJfQEDGcsa","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,4,7,6,7,6,5,4,5,6,"A dishwasher",1,"I decided that I would stick to the picture instructions, as they could be universally understood",40,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_DGccwLwCGOGwi9r","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","P","P","P","P","P","P","P","P","P","P","P",5,7,7,5,3,5,1,3,1,4,3,5,5,2,"An induction cooktop",1,"Pictures are more universal so when faced with uncertainty, more likely to be clearer to the user. Someone working in the hospitality industry, though, should be familiar enough with the equipment to understand the text.",35,"United States","Canada","Full-Time","English","Male","No"
"R_1Q3ZB1CLRyCKtc0","dishwasher","P","P","P","T","T","T","T","T","T","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,1,3,6,1,5,3,4,3,6,4,1,"A dishwasher",1,"I THOUGHT THE TEXT SEEMED MORE PERSONABLE",54,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_1CHduYLnJ2zEeiy","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,6,7,2,3,3,4,6,6,5,2,"A bluetooth speaker",1,"I chose all pictures -it's easier....",32,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_3hftKNX8mqQ5YOC","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","T","P","T","P","T","P","T","P","T","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,4,2,5,1,4,1,5,5,4,3,1,"A bluetooth speaker",1,"Closeness  and intelligence",40,"Brunei Darussalam","Canada","Full-Time","English","Female","No"
"R_3GcT2OQD8LQCKE6","dishwasher","T","T","T","T","P","T","T","T","T","P","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,3,4,7,2,5,2,2,7,7,3,1,"A dishwasher",1,"Everyone could read and the text instructions were more detailed.",47,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_WCgYQuyOiRiWIPT","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","T","T","P","T","T","T","T","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,2,6,1,2,1,3,6,6,4,2,"A bluetooth speaker",1,"The picture version was simpler but also dumbed down enough that it could potentially be seen as insulting.  So the people that I was closer to and trusted more were left the text instructions while the people I did not know as well were given the picture version, since I was more concerned with their ability to use the devices than insulting their intelligence.",24,"United States","United States","Full-Time","English","Male","No"
"R_22A30wNn1388ooB","dishwasher","P","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,3,2,3,1,1,1,2,3,4,3,1,"A dishwasher",1,"I chose T for all except the person working in the cafe. I was unsure if everybody would be familiar with the power button but assumed a person working in a cafe would be",65,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_2VJDQCdkEloxYmr","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,3,7,1,3,1,3,5,7,4,1,"A bluetooth speaker",1,"I THOUGHT THE TEXT INSTRUCTIONS WERE THE CLEAREST INSTRUCTIONS.",28,"Ireland","United Kingdom","Full-Time","English","Female","No"
"R_1112flUGiJKXNES","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","T","P","P","T","P","T","T","P","P",3,5,3,3,2,7,1,2,1,2,3,4,3,2,"An induction cooktop",1,"I decided based on the education level of the person and their educational inclination for instance most people who are hard scientifically inclined would prefer pictures while soft sciences people would prefer texts.",41,"Zimbabwe","South Africa","Full-Time","English","Male","Yes"
"R_1hQ0JaQLWhTDDEd","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","P","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,5,3,7,6,7,6,3,4,5,7,"A bluetooth speaker",1,"people who i felt a connection with were allocated the text, others pictures",60,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_2PuRchonncipHT8","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,2,4,1,2,1,2,3,5,4,2,"A bluetooth speaker",1,"I based it on what i would prefer to deal with so gave everyone text",49,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_sOmEzWKVd7dNtwl","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,2,5,1,2,1,3,3,4,3,2,"A dishwasher",1,"The pictures felt a bit unclear, and the text instructions were very clear.",23,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_d7gHjKakva3s2U9","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,5,7,7,7,7,5,"A bluetooth speaker",1,"I only went for text instructions because I prefer instructions to be presented in that way (or a combination of both). Obviously, I may have pictures if my guests might not have English as their first language or a risk that they are dyslexic.",62,"United Kingdom","United Kingdom","Other","English","Female","No"
"R_D6PuiKAcURljxsd","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,3,3,3,1,2,1,3,4,5,4,2,"A bluetooth speaker",1,"I think that text instructions are always much easier to understand, and I think that applies to everyone. Hence I chose the text instructions for all parties as I believe it will give the best results.",19,"Netherlands","Canada","Part-Time","English","Male","Yes"
"R_1PRdu96iz0wUth0","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","P","T","P","P","P","P","P","P","P","P",7,7,7,1,3,6,1,4,1,7,7,6,5,1,"An induction cooktop",1,"If I thought that person might have seen one or similar I chose the picture",50,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_2saHm4EmzcVi814","dishwasher","T","P","T","T","T","T","T","T","T","T","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,3,4,5,1,4,1,2,4,5,5,1,"A dishwasher",1,"The text instructions were very straight forward, so I was able to see what type of person in my life could follow them, The picture ones were more industrial and could be followed by people I didn't know well.",44,"United Kingdom","Ireland","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_siolVXjKG0eFfl7","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","P","P","P","T","T","T","T","P","T","T",5,3,3,4,4,3,6,5,4,4,3,3,4,5,"An induction cooktop",1,"To be very honest, I would leave both sets of instructions to help the individual.",40,"Canada","Canada","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_2f7FIrYam7XbWZK","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",7,7,7,7,7,7,1,7,7,7,7,7,7,1,"An induction cooktop",1,"I would give the picture to everyone as it is easier to understand and just in case they are foreign.",51,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_2rOBcoUbthbOZIl","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,5,5,4,1,5,1,1,1,4,6,5,3,1,"An induction cooktop",1,"I chose a picture for everyone because its the easiest to understand",24,"South Africa","South Africa","Unemployed (and job seeking)","English","Female","Yes"
"R_2Y5lInTMqNUOVAW","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,5,7,2,7,3,6,6,7,5,3,"A bluetooth speaker",1,"i read the instructions and thought about which one would be easier to follow, i decided pictures are easier to follow",36,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_RDD66W04IK4PVYt","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,6,2,6,1,2,1,6,6,6,5,1,"A dishwasher",1,"Written instructions were clearer",65,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_aYuCp64UWv1AbYJ","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,4,2,7,1,2,1,3,5,7,4,1,"A dishwasher",1,"i would only ever give written insyructions as they are easier to follow",58,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_1kTzKHK0S46mJ3O","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",4,6,6,5,4,7,2,3,1,4,3,6,4,3,"An induction cooktop",1,"Pictures seem easier to understand rather than instructions. as different people may interpret the words differently, to have an exact instruction manual seems less likely to make mistakes. I think if it was someone from a different culture and may have schema, both images or written work could be open to misinterpretation. I just personally felt the images were clearer.",24,"Hong Kong","United Kingdom","Unemployed (and job seeking)","English","Female","Yes"
"R_2wiVhQxnGWtXaB6","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,7,7,7,4,7,3,6,6,7,4,3,"A bluetooth speaker",1,"I decided which instructions I preferred myself and used those for all of them",45,"United Kingdom","United Kingdom","Full-Time","English","Male","DATA EXPIRED"
"R_Zr8lFmWJD0yTWg1","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","T","T","P","T","T","T","T","P","P","P","T",7,5,5,4,2,6,1,2,1,2,4,6,5,2,"An induction cooktop",1,"I decieded to do pictures for people im not close with and text for the people i am",23,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_3lWxTF0rNVqAp8u","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,4,3,6,1,2,1,7,5,7,4,3,"A dishwasher",1,"I chose picture because it easy to follow and cant be mixed what needs to be done, step by step",29,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_1hYHqqweN4vBTwA","dishwasher","T","T","P","P","T","T","T","T","P","P","P","P","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,3,5,1,2,1,4,4,3,3,2,"A dishwasher",1,"I decided on a presumption on intelligence and familiarity, e.g. if they were a parent they might not be so good with technology so may be better with pictures. I presumed the person working in the cafe and the close friend have probably been in the house before or are used to using dishwashers.",24,"United Kingdom","United Kingdom","Full-Time","English","Female","Yes"
"R_VI41sxgWmpvPhTz","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","P","P","T","P","P","P","P","P","P","T","P",6,5,5,4,2,7,1,3,1,3,4,5,3,2,"An induction cooktop",1,"I decided to give pictures to closer people as this is more informal. And text descriptions to people more distant e.g. colleague",25,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_tGsjYa2f3AfvHxf","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","T","P","P","T","P","P","P","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,1,3,7,3,4,1,7,5,6,4,2,"A bluetooth speaker",1,"I chose to give picture instructions to people I'm closer to, as its easier to explain the instructions through pictures and I wanted to make it easier for them.",32,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3KU60c9IyvBz6qJ","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,3,6,1,2,1,2,3,6,4,1,"A dishwasher",1,"I gave everyone the picture description.
i decided this as the pictures dont lie and the text can sometimes be hard depending on the individuals reading ability weras pictures are self explanatory",48,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_1K2vp0IPtXWIRV6","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","T","T","T","T","T","P","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,4,3,6,1,1,1,7,6,6,4,1,"A bluetooth speaker",1,"Text for people that I am less familiar with, pictures for those I am more familiar with",34,"Canada","Canada","Full-Time","English","Male","No"
"R_3kAmbCaa9hGCAdi","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,3,4,1,2,1,3,4,5,3,2,"A bluetooth speaker",1,"I reviewed both sets of instructions and, as I decided the instructions in pictures worked far better, I used this version across all options.",53,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","No"
"R_By74a8KPpuQEDbH","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","T","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,1,5,1,1,1,3,4,6,4,1,"A bluetooth speaker",1,"I thought the pictures were easier to understand so chose that for the majority.
My Cousin is good with technology so for them I chose text",35,"United Kingdom","United Kingdom","Unemployed (and job seeking)","English","Female","No"
"R_D7rvOrtfEFq9W7v","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,1,7,1,1,1,1,7,7,7,1,"A bluetooth speaker",1,"I think that the images showed very clearly and quickly what to do.  Text instructions can get messy, but if you tell and show in a picture it's a primitive way to get a message across easily.  I did not differentiate between each person because I believe that overall the instructions were easier in the pictures.",55,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","No"
"R_3sywzRW9NlD4wvw","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","T","P","P","P","P","P","T","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,2,5,6,1,1,1,4,4,6,3,1,"A bluetooth speaker",1,"I think the people I was closest to I chose the pictures as I wanted to make life easier for them. For the people I didn't know that well, I didn't really care what instructions they got.",33,"United Kingdom","Ireland","Full-Time","English","Female","No"
"R_1NktI4AARnweGFk","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,5,3,5,1,2,1,3,5,5,3,1,"A bluetooth speaker",1,"I looked at the instructions - if I were to take each one on their own, which one would I understand? The picture needs words to describe it....the gestures weren't 100% easy to understand",27,"Canada","Canada","Full-Time","English","Male","No"
"R_3JJdhtIH89lLZZI","dishwasher","P","T","P","P","P","P","P","T","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,2,7,1,3,1,2,5,6,4,2,"A dishwasher",1,"The pictures were easier to understand",50,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_2YeMlbaqkGMfUPN","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","T","P","T","P","P","P","P","P","T","T","P",5,6,6,4,4,6,1,2,1,1,3,5,3,1,"An induction cooktop",1,"by random choice - personally I would use a single sheet with both text and pictures",74,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Male","No"
"R_29nBl7IFsxoAckZ","dishwasher","P","P","P","P","P","T","P","P","T","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,4,2,2,1,3,5,5,4,2,"A dishwasher",1,"I decided between where I knew them from, my relationship with them.

I felt like pictures are quite straight to the point so whoever I was closest with could have pictures as they are quite self-explanatory.

I felt like the text was more appropriate for those I am not as close with as it feels like I have made more of an effort with writing instructions.",33,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_2P5sw6ICZ0RGg4G","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,1,7,7,1,3,1,6,7,7,3,2,"A dishwasher",1,"I gave everyone the Picture instructions. Everyone prefers that over just text. Easier to understand.",36,"United Kingdom","Sweden","Full-Time","English","Male","No"
"R_0kuNA90cxMil7aN","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,3,4,3,3,4,1,3,1,2,4,4,3,2,"An induction cooktop",1,"Personally, I would welcome the picture instructions for a new device. As I may not know everyone's level of understanding, literacy or learning style, I thought the pictures were a safer option for everyone.",42,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","No"
"R_3OpQ1QSNb8JgWkN","dishwasher","T","T","P","T","T","P","T","T","T","T","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,4,6,2,4,1,4,6,6,5,2,"A dishwasher",1,"I gave the text instructions to people I know because I know they will be able to understand them. I gave the picture instructions to unfamiliar people because I was unsure if they could understand the,",32,"India","Canada","Other","English","Male","No"
"R_2aPs2yBpYtQOIxX","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,6,6,6,1,3,1,3,6,7,3,1,"A bluetooth speaker",1,"Pictures were easiest for everyone to follow except work colleagues and they can understand the text as we work in IT.",60,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_2xCUztVBU15UIoy","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",7,6,5,5,3,7,3,6,1,5,6,6,2,2,"An induction cooktop",1,"I liked the picture instructions (they’re user friendly) and so chose those for everyone.",38,"South Africa","South Africa","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_BWF2JRYkkhBP3MJ","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","P","T","P","T","T","T","P","P","P","T","T",3,2,6,4,3,5,1,3,1,3,4,6,2,1,"An induction cooktop",1,"I FELT THE PEOPLE I AM CLOSEST TO WERE ABLE TO OPERATE THE COOKER WITH JUST TEXT , JUST BECAUSE I SEE THEM MORE ,AND UNDERSTAND THEIR WAY OF THINKING.",61,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_3iK0NwGgTzZEO6Z","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,3,5,2,2,2,3,4,5,4,3,"A bluetooth speaker",1,"The text versions were the clearest for everybody",62,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","No"
"R_1QgRqy9rghUpWh8","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","P","T","P","T","T","T","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,4,3,5,1,2,1,3,6,7,5,2,"A bluetooth speaker",1,"The pictures made the instructions much easier to follow. The text instructions were clear too, but I felt the pictures ensured there would be no doubt. 
Therefore, I chose the text instructions for people who I knew well and would be capable of following. I chose the picture instructions for those who I did not know very well and did not know how good they would be at following the instructions.",35,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_31R6oYnN8DhygpE","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",3,3,3,2,4,2,7,5,7,4,3,2,3,6,"An induction cooktop",1,"I decided to give them all text instructions, this is genuinely what I would do, pictures are not always ideal and often require a fuller explanation, the text version explains clearly how to operate the equipment",59,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
